question,A,B,C,D,answer,category,clean,corrupted,correct_idx,incorrect_idx
"Polonius in William Shakespeare's Hamlet: ""Your noble son is mad: Mad call I it, for to define true madness, What is't but to be nothing else but mad?""",Attacking the Person (ad hominem),Equivocation,Begging the Question,Appeal to Pity,C,logical_fallacies,"Polonius in William Shakespeare's Hamlet: ""Your noble son is mad: Mad call I it, for to define true madness, What is't but to be nothing else but mad?""
(A) Attacking the Person (ad hominem)
(B) Equivocation
(C) Begging the Question
(D) Appeal to Pity
Answer: (","Which is the most possible answer?
(A) Attacking the Person (ad hominem)
(B) Equivocation
(C) Begging the Question
(D) Appeal to Pity
Answer: (",34,"[32, 33, 35]"
Notice from the Hyatt Regency Hotel in New Orleans: We are pleased to confirm your reservation. It will be held on a space-available basis.,Equivocation,Affirming the Consequent,Gambler's Fallacy,Inconsistency,D,logical_fallacies,"Notice from the Hyatt Regency Hotel in New Orleans: We are pleased to confirm your reservation. It will be held on a space-available basis.
(A) Equivocation
(B) Affirming the Consequent
(C) Gambler's Fallacy
(D) Inconsistency
Answer: (","Which is the most possible answer?
(A) Equivocation
(B) Affirming the Consequent
(C) Gambler's Fallacy
(D) Inconsistency
Answer: (",35,"[32, 33, 34]"
The natural law fallacy is,arguing that something is necessarily bad because it doesn't cost very much,substituting individual stories for a larger sample when supporting a generalization,arguing that what is true in nature must be true about humans,the same thing as the  post hoc  fallacy,C,logical_fallacies,"The natural law fallacy is
(A) arguing that something is necessarily bad because it doesn't cost very much
(B) substituting individual stories for a larger sample when supporting a generalization
(C) arguing that what is true in nature must be true about humans
(D) the same thing as the  post hoc  fallacy
Answer: (","Which is the most possible answer?
(A) arguing that something is necessarily bad because it doesn't cost very much
(B) substituting individual stories for a larger sample when supporting a generalization
(C) arguing that what is true in nature must be true about humans
(D) the same thing as the  post hoc  fallacy
Answer: (",34,"[32, 33, 35]"
"If someone uses an emotionally charged restatement of a claim in place of support for the claim, that person may have committed which of the following fallacies?",Style over substance,Question begging epithets,Hypostatization,Amphiboly,B,logical_fallacies,"If someone uses an emotionally charged restatement of a claim in place of support for the claim, that person may have committed which of the following fallacies?
(A) Style over substance
(B) Question begging epithets
(C) Hypostatization
(D) Amphiboly
Answer: (","Which is the most possible answer?
(A) Style over substance
(B) Question begging epithets
(C) Hypostatization
(D) Amphiboly
Answer: (",33,"[32, 34, 35]"
Arguing that a claim must be true merely because a substantial number of people believe it is called the fallacy of...,Tu quoque,Composition,Appeal to the masses,Appeal to reason,C,logical_fallacies,"Arguing that a claim must be true merely because a substantial number of people believe it is called the fallacy of...
(A) Tu quoque
(B) Composition
(C) Appeal to the masses
(D) Appeal to reason
Answer: (","Which is the most possible answer?
(A) Tu quoque
(B) Composition
(C) Appeal to the masses
(D) Appeal to reason
Answer: (",34,"[32, 33, 35]"
_Ad populum_. is another name for which fallacy?,poisoning the well,suppressed evidence,appeal to pride,appeal to the people,D,logical_fallacies,"_Ad populum_. is another name for which fallacy?
(A) poisoning the well
(B) suppressed evidence
(C) appeal to pride
(D) appeal to the people
Answer: (","Which is the most possible answer?
(A) poisoning the well
(B) suppressed evidence
(C) appeal to pride
(D) appeal to the people
Answer: (",35,"[32, 33, 34]"
In a valid disjunctive syllogism the minor premise must,accept one choice,reject all but one choice,either A or B,none of the above,C,logical_fallacies,"In a valid disjunctive syllogism the minor premise must
(A) accept one choice
(B) reject all but one choice
(C) either A or B
(D) none of the above
Answer: (","Which is the most possible answer?
(A) accept one choice
(B) reject all but one choice
(C) either A or B
(D) none of the above
Answer: (",34,"[32, 33, 35]"
Which of the following describes the fallacy of appeal to spite?,responding to an argument with an expression of derision instead of a counter argument,arguing against a position based only on negative personal feelings toward the position,arguing someone should do something only because that person dislikes someone else,saying someone shouldn't do something because if he or she does it people won't like him or her,C,logical_fallacies,"Which of the following describes the fallacy of appeal to spite?
(A) responding to an argument with an expression of derision instead of a counter argument
(B) arguing against a position based only on negative personal feelings toward the position
(C) arguing someone should do something only because that person dislikes someone else
(D) saying someone shouldn't do something because if he or she does it people won't like him or her
Answer: (","Which is the most possible answer?
(A) responding to an argument with an expression of derision instead of a counter argument
(B) arguing against a position based only on negative personal feelings toward the position
(C) arguing someone should do something only because that person dislikes someone else
(D) saying someone shouldn't do something because if he or she does it people won't like him or her
Answer: (",34,"[32, 33, 35]"
_Ad hominem_ is another name for the fallacy of,appeal to loyalty,reducing to an absurdity,ignorance of refutation,argument against the person,D,logical_fallacies,"_Ad hominem_ is another name for the fallacy of
(A) appeal to loyalty
(B) reducing to an absurdity
(C) ignorance of refutation
(D) argument against the person
Answer: (","Which is the most possible answer?
(A) appeal to loyalty
(B) reducing to an absurdity
(C) ignorance of refutation
(D) argument against the person
Answer: (",35,"[32, 33, 34]"
The fallacy of appeal to the person is rejecting a claim by...,Using rhetoric,Making false statements,Ignoring the person,Criticizing the person who makes it,D,logical_fallacies,"The fallacy of appeal to the person is rejecting a claim by...
(A) Using rhetoric
(B) Making false statements
(C) Ignoring the person
(D) Criticizing the person who makes it
Answer: (","Which is the most possible answer?
(A) Using rhetoric
(B) Making false statements
(C) Ignoring the person
(D) Criticizing the person who makes it
Answer: (",35,"[32, 33, 34]"
Another name for hasty conclusion is,hasty generalization,post hoc ergo prompter hoc,jumping to a conclusion,ad novitatem,C,logical_fallacies,"Another name for hasty conclusion is
(A) hasty generalization
(B) post hoc ergo prompter hoc
(C) jumping to a conclusion
(D) ad novitatem
Answer: (","Which is the most possible answer?
(A) hasty generalization
(B) post hoc ergo prompter hoc
(C) jumping to a conclusion
(D) ad novitatem
Answer: (",34,"[32, 33, 35]"
"John S. Knight, Detroit Free Press (3 July 1970): ...Capitalism is the economic system in which the means of production and distribution are privately owned and operated for profit. The alternative system is called socialism, the theory of the ownership and operation of the means of production by society, with all members sharing in the work and the products.",Begging the Question,False Dilemma,Straw Man,Appeal to Gallery (Provicialism),B,logical_fallacies,"John S. Knight, Detroit Free Press (3 July 1970): ...Capitalism is the economic system in which the means of production and distribution are privately owned and operated for profit. The alternative system is called socialism, the theory of the ownership and operation of the means of production by society, with all members sharing in the work and the products.
(A) Begging the Question
(B) False Dilemma
(C) Straw Man
(D) Appeal to Gallery (Provicialism)
Answer: (","Which is the most possible answer?
(A) Begging the Question
(B) False Dilemma
(C) Straw Man
(D) Appeal to Gallery (Provicialism)
Answer: (",33,"[32, 34, 35]"
The fallacy of composition is,attributing the cause of an event to a simple cause when the cause is more complex,arguing that what is true of part of an object must be true of the entire object,drawing a conclusion without enough evidence to support that conclusion,drawing a conclusion based on sign reasoning when there is not really a direct relationship between the alleged sign and the subject of the conclusion,B,logical_fallacies,"The fallacy of composition is
(A) attributing the cause of an event to a simple cause when the cause is more complex
(B) arguing that what is true of part of an object must be true of the entire object
(C) drawing a conclusion without enough evidence to support that conclusion
(D) drawing a conclusion based on sign reasoning when there is not really a direct relationship between the alleged sign and the subject of the conclusion
Answer: (","Which is the most possible answer?
(A) attributing the cause of an event to a simple cause when the cause is more complex
(B) arguing that what is true of part of an object must be true of the entire object
(C) drawing a conclusion without enough evidence to support that conclusion
(D) drawing a conclusion based on sign reasoning when there is not really a direct relationship between the alleged sign and the subject of the conclusion
Answer: (",33,"[32, 34, 35]"
""" _Ad crumenam_ "" is a specific kind of",False analogy,Hasty Generalization,False sign,Hasty Conclusion,C,logical_fallacies,""" _Ad crumenam_ "" is a specific kind of
(A) False analogy
(B) Hasty Generalization
(C) False sign
(D) Hasty Conclusion
Answer: (","Which is the most possible answer?
(A) False analogy
(B) Hasty Generalization
(C) False sign
(D) Hasty Conclusion
Answer: (",34,"[32, 33, 35]"
Which of the following fallacies happens when someone draws a conclusion that is simply a restatement of one of the premises?,Laudatory personality,Guilt by association,Accident,Begging the question,D,logical_fallacies,"Which of the following fallacies happens when someone draws a conclusion that is simply a restatement of one of the premises?
(A) Laudatory personality
(B) Guilt by association
(C) Accident
(D) Begging the question
Answer: (","Which is the most possible answer?
(A) Laudatory personality
(B) Guilt by association
(C) Accident
(D) Begging the question
Answer: (",35,"[32, 33, 34]"
"I don't know what the answer is to number 8. But Heather hasn't made the third option into the correct answer for a while, and even then only once, so I'm guessing that this is the fallacy of Composition!",Gambler's Fallacy,Equivocation,Fallacy of Composition,Appeal to Pity,A,logical_fallacies,"I don't know what the answer is to number 8. But Heather hasn't made the third option into the correct answer for a while, and even then only once, so I'm guessing that this is the fallacy of Composition!
(A) Gambler's Fallacy
(B) Equivocation
(C) Fallacy of Composition
(D) Appeal to Pity
Answer: (","Which is the most possible answer?
(A) Gambler's Fallacy
(B) Equivocation
(C) Fallacy of Composition
(D) Appeal to Pity
Answer: (",32,"[33, 34, 35]"
"When someone argues that making a change will have no significant effect, but there is no evidence that the effect will not be significant, that person has committed which of the following fallacies?",poisoning the well,solid slope,appeal to tradition,argument from authority,B,logical_fallacies,"When someone argues that making a change will have no significant effect, but there is no evidence that the effect will not be significant, that person has committed which of the following fallacies?
(A) poisoning the well
(B) solid slope
(C) appeal to tradition
(D) argument from authority
Answer: (","Which is the most possible answer?
(A) poisoning the well
(B) solid slope
(C) appeal to tradition
(D) argument from authority
Answer: (",33,"[32, 34, 35]"
Which of the following best describes the fallacy of question begging epithets?,Treating something that exists in the mind as if it was a real object.,"A form of loaded language that uses an emotionally charged restatement of the claim, often in the form of name calling, in place of support for the claim.",Changing the meaning of a word or phrase from one part of the argument to another.,"Reasoning that ideas presented in an appealing manner are correct, regardless of the content of the message.",B,logical_fallacies,"Which of the following best describes the fallacy of question begging epithets?
(A) Treating something that exists in the mind as if it was a real object.
(B) A form of loaded language that uses an emotionally charged restatement of the claim, often in the form of name calling, in place of support for the claim.
(C) Changing the meaning of a word or phrase from one part of the argument to another.
(D) Reasoning that ideas presented in an appealing manner are correct, regardless of the content of the message.
Answer: (","Which is the most possible answer?
(A) Treating something that exists in the mind as if it was a real object.
(B) A form of loaded language that uses an emotionally charged restatement of the claim, often in the form of name calling, in place of support for the claim.
(C) Changing the meaning of a word or phrase from one part of the argument to another.
(D) Reasoning that ideas presented in an appealing manner are correct, regardless of the content of the message.
Answer: (",33,"[32, 34, 35]"
Which of the following describes he fallacy of appeal to pride?,arguing a claim should be accepted based only on evidence that unidentified authorities accept it.,arguing someone should accept a claim based only on the evidence that he or she has the favorable characteristics to understand the truth of the claim.,"arguing something should be done based only on evidence that it's been done that way in the past, or should be believed only because it's been believed for a long time.","arguing that an act or series of acts should be carried out because they will have no significant consequences, when there is no evidence for the lack of significant effects.",B,logical_fallacies,"Which of the following describes he fallacy of appeal to pride?
(A) arguing a claim should be accepted based only on evidence that unidentified authorities accept it.
(B) arguing someone should accept a claim based only on the evidence that he or she has the favorable characteristics to understand the truth of the claim.
(C) arguing something should be done based only on evidence that it's been done that way in the past, or should be believed only because it's been believed for a long time.
(D) arguing that an act or series of acts should be carried out because they will have no significant consequences, when there is no evidence for the lack of significant effects.
Answer: (","Which is the most possible answer?
(A) arguing a claim should be accepted based only on evidence that unidentified authorities accept it.
(B) arguing someone should accept a claim based only on the evidence that he or she has the favorable characteristics to understand the truth of the claim.
(C) arguing something should be done based only on evidence that it's been done that way in the past, or should be believed only because it's been believed for a long time.
(D) arguing that an act or series of acts should be carried out because they will have no significant consequences, when there is no evidence for the lack of significant effects.
Answer: (",33,"[32, 34, 35]"
A syllogism that is formally invalid,cannot be materially true,might be materially true,might be materially untrue,both B and C,D,logical_fallacies,"A syllogism that is formally invalid
(A) cannot be materially true
(B) might be materially true
(C) might be materially untrue
(D) both B and C
Answer: (","Which is the most possible answer?
(A) cannot be materially true
(B) might be materially true
(C) might be materially untrue
(D) both B and C
Answer: (",35,"[32, 33, 34]"
Another name for the fallacy of false dilemma is,Guilt by association,Circular reasoning,Laudatory personality,False dichotomy,D,logical_fallacies,"Another name for the fallacy of false dilemma is
(A) Guilt by association
(B) Circular reasoning
(C) Laudatory personality
(D) False dichotomy
Answer: (","Which is the most possible answer?
(A) Guilt by association
(B) Circular reasoning
(C) Laudatory personality
(D) False dichotomy
Answer: (",35,"[32, 33, 34]"
"When someone responds to your argument with a sarcastic statement such as, ""Yeah, right. Like that's ever going to happen,"" that person may have committed which fallacy?",appeal to indignation,appeal to spite,horse laugh,tu quoque,C,logical_fallacies,"When someone responds to your argument with a sarcastic statement such as, ""Yeah, right. Like that's ever going to happen,"" that person may have committed which fallacy?
(A) appeal to indignation
(B) appeal to spite
(C) horse laugh
(D) tu quoque
Answer: (","Which is the most possible answer?
(A) appeal to indignation
(B) appeal to spite
(C) horse laugh
(D) tu quoque
Answer: (",34,"[32, 33, 35]"
The _post hoc_ fallacy is,arguing that a single event caused another when the cause is really several events,arguing that since two things happened at the same time one must have caused the other,drawing a conclusion about a causal relationship when there is no evidence of a causal relationship,arguing that since one event preceded another event the first event must have caused the second event,D,logical_fallacies,"The _post hoc_ fallacy is
(A) arguing that a single event caused another when the cause is really several events
(B) arguing that since two things happened at the same time one must have caused the other
(C) drawing a conclusion about a causal relationship when there is no evidence of a causal relationship
(D) arguing that since one event preceded another event the first event must have caused the second event
Answer: (","Which is the most possible answer?
(A) arguing that a single event caused another when the cause is really several events
(B) arguing that since two things happened at the same time one must have caused the other
(C) drawing a conclusion about a causal relationship when there is no evidence of a causal relationship
(D) arguing that since one event preceded another event the first event must have caused the second event
Answer: (",35,"[32, 33, 34]"
The fallacy of reprehensible personality is a specific type of,the fallacy of accident,False dilemma,Begging the question,Circular reasoning,A,logical_fallacies,"The fallacy of reprehensible personality is a specific type of
(A) the fallacy of accident
(B) False dilemma
(C) Begging the question
(D) Circular reasoning
Answer: (","Which is the most possible answer?
(A) the fallacy of accident
(B) False dilemma
(C) Begging the question
(D) Circular reasoning
Answer: (",32,"[33, 34, 35]"
_A priori_ is a fallacy that involves,"asking a question that includes either an unproven assumption or more than one question, thus making a straightforward yes or no answer meaningless.",arguing something is inferior just because it doesn't do something it was never intended to do.,arguing that a claim must be true because there is no evidence that it is false.,"reasoning that determines the conclusion one wants first, then accepts only evidence supporting that conclusion, or interprets all evidence as support for that conclusion.",D,logical_fallacies,"_A priori_ is a fallacy that involves
(A) asking a question that includes either an unproven assumption or more than one question, thus making a straightforward yes or no answer meaningless.
(B) arguing something is inferior just because it doesn't do something it was never intended to do.
(C) arguing that a claim must be true because there is no evidence that it is false.
(D) reasoning that determines the conclusion one wants first, then accepts only evidence supporting that conclusion, or interprets all evidence as support for that conclusion.
Answer: (","Which is the most possible answer?
(A) asking a question that includes either an unproven assumption or more than one question, thus making a straightforward yes or no answer meaningless.
(B) arguing something is inferior just because it doesn't do something it was never intended to do.
(C) arguing that a claim must be true because there is no evidence that it is false.
(D) reasoning that determines the conclusion one wants first, then accepts only evidence supporting that conclusion, or interprets all evidence as support for that conclusion.
Answer: (",35,"[32, 33, 34]"
"If you say an opposing arguer has taken a position that you can easily defeat, when he or she has not taken that position, then you go on to defeat that position and claim to have done significant damage to that arguer's overall argument, you are probably guilty of which of the following fallacies?",genetic fallacy,appeal to emotions,straw person,ignorance of refutation,C,logical_fallacies,"If you say an opposing arguer has taken a position that you can easily defeat, when he or she has not taken that position, then you go on to defeat that position and claim to have done significant damage to that arguer's overall argument, you are probably guilty of which of the following fallacies?
(A) genetic fallacy
(B) appeal to emotions
(C) straw person
(D) ignorance of refutation
Answer: (","Which is the most possible answer?
(A) genetic fallacy
(B) appeal to emotions
(C) straw person
(D) ignorance of refutation
Answer: (",34,"[32, 33, 35]"
"""The minor premise must affirm the antecedent or deny the consequent"" is a way to determine the validity of which type of argument?",Categorical syllogism,Disjunctive syllogism,Hypothetical syllogism,Toulmin model,C,logical_fallacies,"""The minor premise must affirm the antecedent or deny the consequent"" is a way to determine the validity of which type of argument?
(A) Categorical syllogism
(B) Disjunctive syllogism
(C) Hypothetical syllogism
(D) Toulmin model
Answer: (","Which is the most possible answer?
(A) Categorical syllogism
(B) Disjunctive syllogism
(C) Hypothetical syllogism
(D) Toulmin model
Answer: (",34,"[32, 33, 35]"
Arguing that someone couldn't have done something good because he is incapable of doing good commits the fallacy of,Begging the question,False dilemma,Accident,False dichotomy,A,logical_fallacies,"Arguing that someone couldn't have done something good because he is incapable of doing good commits the fallacy of
(A) Begging the question
(B) False dilemma
(C) Accident
(D) False dichotomy
Answer: (","Which is the most possible answer?
(A) Begging the question
(B) False dilemma
(C) Accident
(D) False dichotomy
Answer: (",32,"[33, 34, 35]"
The complex proposition fallacy involves,including more than one claim in the proposition and treating proof for one claim as proof for all the claims.,"asking a question that includes either an unproven assumption or more than one question, thus making a straightforward yes or no answer meaningless.",arguing that a claim must be true because there is no evidence that it is false.,arguing something is inferior just because it doesn't do something it was never intended to do.,A,logical_fallacies,"The complex proposition fallacy involves
(A) including more than one claim in the proposition and treating proof for one claim as proof for all the claims.
(B) asking a question that includes either an unproven assumption or more than one question, thus making a straightforward yes or no answer meaningless.
(C) arguing that a claim must be true because there is no evidence that it is false.
(D) arguing something is inferior just because it doesn't do something it was never intended to do.
Answer: (","Which is the most possible answer?
(A) including more than one claim in the proposition and treating proof for one claim as proof for all the claims.
(B) asking a question that includes either an unproven assumption or more than one question, thus making a straightforward yes or no answer meaningless.
(C) arguing that a claim must be true because there is no evidence that it is false.
(D) arguing something is inferior just because it doesn't do something it was never intended to do.
Answer: (",32,"[33, 34, 35]"
Anecdotal evidence is a specific kind of,False sign,False criteria,False cause,Hasty Generalization,D,logical_fallacies,"Anecdotal evidence is a specific kind of
(A) False sign
(B) False criteria
(C) False cause
(D) Hasty Generalization
Answer: (","Which is the most possible answer?
(A) False sign
(B) False criteria
(C) False cause
(D) Hasty Generalization
Answer: (",35,"[32, 33, 34]"
Fallacies can be psychologically persuasive even though they are...,Psychologically impotent,Logically flawed,Deductively valid,Inductively valid,B,logical_fallacies,"Fallacies can be psychologically persuasive even though they are...
(A) Psychologically impotent
(B) Logically flawed
(C) Deductively valid
(D) Inductively valid
Answer: (","Which is the most possible answer?
(A) Psychologically impotent
(B) Logically flawed
(C) Deductively valid
(D) Inductively valid
Answer: (",33,"[32, 34, 35]"
Referring to an act committed by an opponent in negative terms while referring to the same act committed by the arguer or supporters in favorable terms describes which of the following fallacies?,Ambiguity,Special pleading,Reification,Hypostatization,B,logical_fallacies,"Referring to an act committed by an opponent in negative terms while referring to the same act committed by the arguer or supporters in favorable terms describes which of the following fallacies?
(A) Ambiguity
(B) Special pleading
(C) Reification
(D) Hypostatization
Answer: (","Which is the most possible answer?
(A) Ambiguity
(B) Special pleading
(C) Reification
(D) Hypostatization
Answer: (",33,"[32, 34, 35]"
Which of the following explanations best fits the fallacy of ignorance of refutation?,"asserting an argumentative opponent has taken an easily defeated position, which the opponent has not really taken, defeating the position, and acting as if you've done significant damage to that person's overall argument.",causing confusion during refutation because of a real or feigned lack of the ability to engage in refutation,characterizing an opposing argument in such a way to make it or its consequences appear to be ridiculous,arguing an action should be taken based only on the need to be loyal to someone or to a group,B,logical_fallacies,"Which of the following explanations best fits the fallacy of ignorance of refutation?
(A) asserting an argumentative opponent has taken an easily defeated position, which the opponent has not really taken, defeating the position, and acting as if you've done significant damage to that person's overall argument.
(B) causing confusion during refutation because of a real or feigned lack of the ability to engage in refutation
(C) characterizing an opposing argument in such a way to make it or its consequences appear to be ridiculous
(D) arguing an action should be taken based only on the need to be loyal to someone or to a group
Answer: (","Which is the most possible answer?
(A) asserting an argumentative opponent has taken an easily defeated position, which the opponent has not really taken, defeating the position, and acting as if you've done significant damage to that person's overall argument.
(B) causing confusion during refutation because of a real or feigned lack of the ability to engage in refutation
(C) characterizing an opposing argument in such a way to make it or its consequences appear to be ridiculous
(D) arguing an action should be taken based only on the need to be loyal to someone or to a group
Answer: (",33,"[32, 34, 35]"
Another name for the fallacy of reducing to an absurdity is,tu quoque,ad baculum,ad hominem,reductio ad absurdum,D,logical_fallacies,"Another name for the fallacy of reducing to an absurdity is
(A) tu quoque
(B) ad baculum
(C) ad hominem
(D) reductio ad absurdum
Answer: (","Which is the most possible answer?
(A) tu quoque
(B) ad baculum
(C) ad hominem
(D) reductio ad absurdum
Answer: (",35,"[32, 33, 34]"
Another name for the fallacy of complex question is,Fallacy of interrogation,Compound proposition,Appeal to ignorance,Extension,A,logical_fallacies,"Another name for the fallacy of complex question is
(A) Fallacy of interrogation
(B) Compound proposition
(C) Appeal to ignorance
(D) Extension
Answer: (","Which is the most possible answer?
(A) Fallacy of interrogation
(B) Compound proposition
(C) Appeal to ignorance
(D) Extension
Answer: (",32,"[33, 34, 35]"
