id,question,choices,answerKey,clean,corrupted,correct_idx,incorrect_idx,paraphrase1,paraphrase2,paraphrase3,paraphrase4,paraphrase5,paraphrase6,paraphrase7,paraphrase8,paraphrase9
VASoL_2008_5_11,Students collect pond water in their beakers. Which is the best unit of measurement for the volume of water they collect?,"{'text': array(['Grams', 'Meters', 'Milliliters', 'Centimeters'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,"Students collect pond water in their beakers. Which is the best unit of measurement for the volume of water they collect?
(A) Grams
(B) Meters
(C) Milliliters
(D) Centimeters
Answer: (","Which is the most possible answer?
(A) Grams
(B) Meters
(C) Milliliters
(D) Centimeters
Answer: (",34,"[32, 33, 35]","When students gather pond water in their beakers, what is the most appropriate unit to measure the volume they collect?
(A) Grams
(B) Meters
(C) Milliliters
(D) Centimeters
Answer: (","What is the most suitable unit for measuring the volume of pond water collected by students in their beakers?
(A) Grams
(B) Meters
(C) Milliliters
(D) Centimeters
Answer: (","Which unit is most appropriate for measuring the volume of water students collect in their beakers from the pond?
(A) Grams
(B) Meters
(C) Milliliters
(D) Centimeters
Answer: (","For the volume of pond water collected by students in beakers, which unit of measurement is best?
(A) Grams
(B) Meters
(C) Milliliters
(D) Centimeters
Answer: (","What is the best unit to use for measuring the volume of pond water that students collect in their beakers?
(A) Grams
(B) Meters
(C) Milliliters
(D) Centimeters
Answer: (","When students collect pond water in beakers, which unit should they use to measure the volume?
(A) Grams
(B) Meters
(C) Milliliters
(D) Centimeters
Answer: (","Which unit of measurement is ideal for the volume of pond water students gather in their beakers?
(A) Grams
(B) Meters
(C) Milliliters
(D) Centimeters
Answer: (","What unit is most fitting for measuring the volume of water collected by students in their beakers from the pond?
(A) Grams
(B) Meters
(C) Milliliters
(D) Centimeters
Answer: (","For the volume of water collected by students in beakers from the pond, which unit is most suitable?
(A) Grams
(B) Meters
(C) Milliliters
(D) Centimeters
Answer: ("
Mercury_7199938,"When tectonic plates move, they can form different landforms. Which is least likely to be associated with the tectonic plate movement that forms volcanoes?","{'text': array(['hot spot', 'rift valley', 'subduction zone', 'transform boundary'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,"When tectonic plates move, they can form different landforms. Which is least likely to be associated with the tectonic plate movement that forms volcanoes?
(A) hot spot
(B) rift valley
(C) subduction zone
(D) transform boundary
Answer: (","Which is the most possible answer?
(A) hot spot
(B) rift valley
(C) subduction zone
(D) transform boundary
Answer: (",35,"[32, 33, 34]","When tectonic plates shift, various landforms can emerge. Which is the least probable to be linked with the tectonic activity that creates volcanoes?
(A) hot spot
(B) rift valley
(C) subduction zone
(D) transform boundary
Answer: (","As tectonic plates move, they create different landforms. Which is the least likely to be connected with the tectonic movement that results in volcanoes?
(A) hot spot
(B) rift valley
(C) subduction zone
(D) transform boundary
Answer: (","Tectonic plate movement can lead to the formation of various landforms. Which is least associated with the tectonic activity that leads to volcanoes?
(A) hot spot
(B) rift valley
(C) subduction zone
(D) transform boundary
Answer: (","Different landforms arise from the movement of tectonic plates. Which is least likely to be related to the tectonic shifts that produce volcanoes?
(A) hot spot
(B) rift valley
(C) subduction zone
(D) transform boundary
Answer: (","The movement of tectonic plates can result in various landforms. Which is least likely to be involved in the tectonic processes that form volcanoes?
(A) hot spot
(B) rift valley
(C) subduction zone
(D) transform boundary
Answer: (","When tectonic plates move, they can create various landforms. Which is least likely to be associated with the tectonic activity that forms volcanoes?
(A) hot spot
(B) rift valley
(C) subduction zone
(D) transform boundary
Answer: (","Tectonic plate shifts can lead to different landforms. Which is least likely to be linked to the tectonic movements that result in volcanoes?
(A) hot spot
(B) rift valley
(C) subduction zone
(D) transform boundary
Answer: (","As tectonic plates move, they can form various landforms. Which is least likely to be related to the tectonic activity that creates volcanoes?
(A) hot spot
(B) rift valley
(C) subduction zone
(D) transform boundary
Answer: (","The shifting of tectonic plates can produce different landforms. Which is least likely to be connected with the tectonic movements that form volcanoes?
(A) hot spot
(B) rift valley
(C) subduction zone
(D) transform boundary
Answer: ("
NYSEDREGENTS_2012_8_27,The thin layer of rock on Earth's surface is the,"{'text': array(['atmosphere', 'hemisphere', 'hydrosphere', 'lithosphere'],
      dtype=object), 'label': array(['1', '2', '3', '4'], dtype=object)}",4,"The thin layer of rock on Earth's surface is the
(1) atmosphere
(2) hemisphere
(3) hydrosphere
(4) lithosphere
Answer: (","Which is the most possible answer?
(1) atmosphere
(2) hemisphere
(3) hydrosphere
(4) lithosphere
Answer: (",19,"[16, 17, 18]","What is the name of the thin rock layer on Earth's surface?
(1) atmosphere
(2) hemisphere
(3) hydrosphere
(4) lithosphere
Answer: (","The Earth's surface is covered by a thin layer of rock known as the?
(1) atmosphere
(2) hemisphere
(3) hydrosphere
(4) lithosphere
Answer: (","What do we call the thin layer of rock that covers Earth's surface?
(1) atmosphere
(2) hemisphere
(3) hydrosphere
(4) lithosphere
Answer: (","The thin rock layer found on the surface of Earth is called what?
(1) atmosphere
(2) hemisphere
(3) hydrosphere
(4) lithosphere
Answer: (","What term describes the thin layer of rock on the Earth's surface?
(1) atmosphere
(2) hemisphere
(3) hydrosphere
(4) lithosphere
Answer: (","How is the thin layer of rock on Earth's surface referred to?
(1) atmosphere
(2) hemisphere
(3) hydrosphere
(4) lithosphere
Answer: (","What is the designation for the thin rock layer on Earth's surface?
(1) atmosphere
(2) hemisphere
(3) hydrosphere
(4) lithosphere
Answer: (","The surface of Earth is covered by a thin layer of rock, which is called?
(1) atmosphere
(2) hemisphere
(3) hydrosphere
(4) lithosphere
Answer: (","What is the thin layer of rock on the Earth's surface known as?
(1) atmosphere
(2) hemisphere
(3) hydrosphere
(4) lithosphere
Answer: ("
Mercury_7264145,Which type of radiation provides astronomers with the most useful information about high-energy events such as stars colliding?,"{'text': array(['gamma radiation', 'infrared radiation', 'radio waves',
       'visible light'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,"Which type of radiation provides astronomers with the most useful information about high-energy events such as stars colliding?
(A) gamma radiation
(B) infrared radiation
(C) radio waves
(D) visible light
Answer: (","Which is the most possible answer?
(A) gamma radiation
(B) infrared radiation
(C) radio waves
(D) visible light
Answer: (",32,"[33, 34, 35]","What kind of radiation offers astronomers the most valuable data on high-energy occurrences like star collisions?
(A) gamma radiation
(B) infrared radiation
(C) radio waves
(D) visible light
Answer: (","Which radiation type is most informative for astronomers studying high-energy events such as colliding stars?
(A) gamma radiation
(B) infrared radiation
(C) radio waves
(D) visible light
Answer: (","For high-energy events like stars colliding, which radiation provides the most useful information to astronomers?
(A) gamma radiation
(B) infrared radiation
(C) radio waves
(D) visible light
Answer: (","Astronomers find which type of radiation most useful for understanding high-energy events such as star collisions?
(A) gamma radiation
(B) infrared radiation
(C) radio waves
(D) visible light
Answer: (","When studying high-energy events like colliding stars, which radiation gives astronomers the most useful insights?
(A) gamma radiation
(B) infrared radiation
(C) radio waves
(D) visible light
Answer: (","Which form of radiation is most beneficial for astronomers analyzing high-energy events like star collisions?
(A) gamma radiation
(B) infrared radiation
(C) radio waves
(D) visible light
Answer: (","What radiation type do astronomers find most useful for information on high-energy events such as stars colliding?
(A) gamma radiation
(B) infrared radiation
(C) radio waves
(D) visible light
Answer: (","For events like stars colliding, which radiation type provides astronomers with the most useful information?
(A) gamma radiation
(B) infrared radiation
(C) radio waves
(D) visible light
Answer: (","Which radiation is most useful to astronomers for studying high-energy events like colliding stars?
(A) gamma radiation
(B) infrared radiation
(C) radio waves
(D) visible light
Answer: ("
Mercury_192990,All of the following are renewable resources except,"{'text': array(['minerals.', 'trees.', 'wind.', 'water.'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,"All of the following are renewable resources except
(A) minerals.
(B) trees.
(C) wind.
(D) water.
Answer: (","Which is the most possible answer?
(A) minerals.
(B) trees.
(C) wind.
(D) water.
Answer: (",32,"[33, 34, 35]","Which of the following is not considered a renewable resource?
(A) minerals.
(B) trees.
(C) wind.
(D) water.
Answer: (","All of these are renewable resources except for which one?
(A) minerals.
(B) trees.
(C) wind.
(D) water.
Answer: (","Which option listed is not a renewable resource?
(A) minerals.
(B) trees.
(C) wind.
(D) water.
Answer: (","Identify the non-renewable resource from the following options.
(A) minerals.
(B) trees.
(C) wind.
(D) water.
Answer: (","Among the following, which is not a renewable resource?
(A) minerals.
(B) trees.
(C) wind.
(D) water.
Answer: (","Which of the following does not belong to the category of renewable resources?
(A) minerals.
(B) trees.
(C) wind.
(D) water.
Answer: (","From the list, which is not classified as a renewable resource?
(A) minerals.
(B) trees.
(C) wind.
(D) water.
Answer: (","Which item is an exception to being a renewable resource?
(A) minerals.
(B) trees.
(C) wind.
(D) water.
Answer: (","Which of these is not a type of renewable resource?
(A) minerals.
(B) trees.
(C) wind.
(D) water.
Answer: ("
Mercury_405777,"What is the most important property architects must consider when selecting materials for the walls, ceilings, and floors for a new concert hall?","{'text': array(['thermal properties', 'chemical properties',
       'electrical properties', 'acoustical properties'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,"What is the most important property architects must consider when selecting materials for the walls, ceilings, and floors for a new concert hall?
(A) thermal properties
(B) chemical properties
(C) electrical properties
(D) acoustical properties
Answer: (","Which is the most possible answer?
(A) thermal properties
(B) chemical properties
(C) electrical properties
(D) acoustical properties
Answer: (",35,"[32, 33, 34]","What is the key property architects should prioritize when choosing materials for the walls, ceilings, and floors of a new concert hall?
(A) thermal properties
(B) chemical properties
(C) electrical properties
(D) acoustical properties
Answer: (","When selecting materials for a new concert hall's walls, ceilings, and floors, what property is most crucial for architects to consider?
(A) thermal properties
(B) chemical properties
(C) electrical properties
(D) acoustical properties
Answer: (","What property must architects primarily focus on when picking materials for the walls, ceilings, and floors of a new concert hall?
(A) thermal properties
(B) chemical properties
(C) electrical properties
(D) acoustical properties
Answer: (","For a new concert hall, what is the primary property architects need to evaluate when choosing materials for walls, ceilings, and floors?
(A) thermal properties
(B) chemical properties
(C) electrical properties
(D) acoustical properties
Answer: (","In the context of a new concert hall, what is the most significant property architects should assess when selecting materials for walls, ceilings, and floors?
(A) thermal properties
(B) chemical properties
(C) electrical properties
(D) acoustical properties
Answer: (","When architects are choosing materials for the walls, ceilings, and floors of a new concert hall, which property is of utmost importance?
(A) thermal properties
(B) chemical properties
(C) electrical properties
(D) acoustical properties
Answer: (","What is the foremost property architects must take into account when deciding on materials for a new concert hall's walls, ceilings, and floors?
(A) thermal properties
(B) chemical properties
(C) electrical properties
(D) acoustical properties
Answer: (","When it comes to selecting materials for a new concert hall, what property is most vital for architects to consider for the walls, ceilings, and floors?
(A) thermal properties
(B) chemical properties
(C) electrical properties
(D) acoustical properties
Answer: (","What is the most critical property architects need to consider when choosing materials for the walls, ceilings, and floors of a new concert hall?
(A) thermal properties
(B) chemical properties
(C) electrical properties
(D) acoustical properties
Answer: ("
Mercury_SC_409153,Eduardo saw some cats living in an alley. Which of these does a cat need to survive?,"{'text': array(['grass to sleep in', 'large trees to climb',
       'predators to chase it', 'small animals to eat'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,"Eduardo saw some cats living in an alley. Which of these does a cat need to survive?
(A) grass to sleep in
(B) large trees to climb
(C) predators to chase it
(D) small animals to eat
Answer: (","Which is the most possible answer?
(A) grass to sleep in
(B) large trees to climb
(C) predators to chase it
(D) small animals to eat
Answer: (",35,"[32, 33, 34]","Eduardo observed some cats residing in an alley. What is essential for a cat's survival?
(A) grass to sleep in
(B) large trees to climb
(C) predators to chase it
(D) small animals to eat
Answer: (","Eduardo noticed cats in an alley. What do cats require to live?
(A) grass to sleep in
(B) large trees to climb
(C) predators to chase it
(D) small animals to eat
Answer: (","In an alley, Eduardo saw some cats. What is necessary for a cat to survive?
(A) grass to sleep in
(B) large trees to climb
(C) predators to chase it
(D) small animals to eat
Answer: (","Eduardo saw cats living in an alley. What does a cat need to stay alive?
(A) grass to sleep in
(B) large trees to climb
(C) predators to chase it
(D) small animals to eat
Answer: (","Which of the following is crucial for a cat's survival, as seen by Eduardo in an alley?
(A) grass to sleep in
(B) large trees to climb
(C) predators to chase it
(D) small animals to eat
Answer: (","Eduardo found some cats in an alley. What do they need to survive?
(A) grass to sleep in
(B) large trees to climb
(C) predators to chase it
(D) small animals to eat
Answer: (","What is one thing a cat needs to survive, according to Eduardo's observation of alley cats?
(A) grass to sleep in
(B) large trees to climb
(C) predators to chase it
(D) small animals to eat
Answer: (","Eduardo saw some alley cats. What is required for their survival?
(A) grass to sleep in
(B) large trees to climb
(C) predators to chase it
(D) small animals to eat
Answer: (","Observing cats in an alley, Eduardo wondered what they need to survive.
(A) grass to sleep in
(B) large trees to climb
(C) predators to chase it
(D) small animals to eat
Answer: ("
VASoL_2009_3_27,A puddle of water on a concrete driveway will disappear after a few hours during a sunny day. Where does the water go as it disappears?,"{'text': array(['It goes into the air.', 'Animals drink it.',
       'It soaks into the concrete.', 'It becomes a different substance.'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,"A puddle of water on a concrete driveway will disappear after a few hours during a sunny day. Where does the water go as it disappears?
(A) It goes into the air.
(B) Animals drink it.
(C) It soaks into the concrete.
(D) It becomes a different substance.
Answer: (","Which is the most possible answer?
(A) It goes into the air.
(B) Animals drink it.
(C) It soaks into the concrete.
(D) It becomes a different substance.
Answer: (",32,"[33, 34, 35]","When a puddle of water vanishes from a concrete driveway on a sunny day, where does the water go?
(A) It goes into the air.
(B) Animals drink it.
(C) It soaks into the concrete.
(D) It becomes a different substance.
Answer: (","On a sunny day, where does the water from a puddle on a concrete driveway go as it evaporates?
(A) It goes into the air.
(B) Animals drink it.
(C) It soaks into the concrete.
(D) It becomes a different substance.
Answer: (","As a puddle of water disappears from a concrete driveway on a sunny day, what happens to the water?
(A) It goes into the air.
(B) Animals drink it.
(C) It soaks into the concrete.
(D) It becomes a different substance.
Answer: (","During a sunny day, where does the water from a puddle on a concrete driveway end up as it disappears?
(A) It goes into the air.
(B) Animals drink it.
(C) It soaks into the concrete.
(D) It becomes a different substance.
Answer: (","On a sunny day, what happens to the water in a puddle on a concrete driveway as it vanishes?
(A) It goes into the air.
(B) Animals drink it.
(C) It soaks into the concrete.
(D) It becomes a different substance.
Answer: (","Where does the water from a puddle on a concrete driveway go when it disappears on a sunny day?
(A) It goes into the air.
(B) Animals drink it.
(C) It soaks into the concrete.
(D) It becomes a different substance.
Answer: (","As a puddle of water on a concrete driveway evaporates on a sunny day, where does it go?
(A) It goes into the air.
(B) Animals drink it.
(C) It soaks into the concrete.
(D) It becomes a different substance.
Answer: (","On a sunny day, what becomes of the water in a puddle on a concrete driveway as it disappears?
(A) It goes into the air.
(B) Animals drink it.
(C) It soaks into the concrete.
(D) It becomes a different substance.
Answer: (","Where does the water go when a puddle on a concrete driveway dries up on a sunny day?
(A) It goes into the air.
(B) Animals drink it.
(C) It soaks into the concrete.
(D) It becomes a different substance.
Answer: ("
MDSA_2009_8_32,Science students investigated the cause of the different phases of the moon. The model that would best demonstrate the cause of the phases of the moon would include representations of,"{'text': array(['the moon and Earth', 'the moon and the sun',
       'the moon, the sun, and Earth', 'the moon, the sun, and Venus'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,"Science students investigated the cause of the different phases of the moon. The model that would best demonstrate the cause of the phases of the moon would include representations of
(A) the moon and Earth
(B) the moon and the sun
(C) the moon, the sun, and Earth
(D) the moon, the sun, and Venus
Answer: (","Which is the most possible answer?
(A) the moon and Earth
(B) the moon and the sun
(C) the moon, the sun, and Earth
(D) the moon, the sun, and Venus
Answer: (",34,"[32, 33, 35]","Science students explored what causes the moon's phases. Which model would best illustrate this, including representations of what?
(A) the moon and Earth
(B) the moon and the sun
(C) the moon, the sun, and Earth
(D) the moon, the sun, and Venus
Answer: (","To show the cause of the moon's phases, which model components would science students use?
(A) the moon and Earth
(B) the moon and the sun
(C) the moon, the sun, and Earth
(D) the moon, the sun, and Venus
Answer: (","Which elements should be included in a model to best demonstrate the cause of the moon's phases, according to science students?
(A) the moon and Earth
(B) the moon and the sun
(C) the moon, the sun, and Earth
(D) the moon, the sun, and Venus
Answer: (","What representations would a model need to effectively show the cause of the moon's phases, as investigated by science students?
(A) the moon and Earth
(B) the moon and the sun
(C) the moon, the sun, and Earth
(D) the moon, the sun, and Venus
Answer: (","Science students examined the cause of the moon's phases. What should a model include to best demonstrate this?
(A) the moon and Earth
(B) the moon and the sun
(C) the moon, the sun, and Earth
(D) the moon, the sun, and Venus
Answer: (","In investigating the cause of the moon's phases, which representations would be most effective in a model?
(A) the moon and Earth
(B) the moon and the sun
(C) the moon, the sun, and Earth
(D) the moon, the sun, and Venus
Answer: (","What components should be included in a model to best demonstrate the cause of the moon's phases, as studied by science students?
(A) the moon and Earth
(B) the moon and the sun
(C) the moon, the sun, and Earth
(D) the moon, the sun, and Venus
Answer: (","Which representations would best illustrate the cause of the moon's phases in a model, according to science students?
(A) the moon and Earth
(B) the moon and the sun
(C) the moon, the sun, and Earth
(D) the moon, the sun, and Venus
Answer: (","To effectively demonstrate the cause of the moon's phases, what should be included in a model, as per science students' investigation?
(A) the moon and Earth
(B) the moon and the sun
(C) the moon, the sun, and Earth
(D) the moon, the sun, and Venus
Answer: ("
Mercury_SC_400115,Electrical energy is best described as,"{'text': array(['coming from the Sun.', 'attracting objects.',
       'moving negative charges.', 'developing radiation.'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,"Electrical energy is best described as
(A) coming from the Sun.
(B) attracting objects.
(C) moving negative charges.
(D) developing radiation.
Answer: (","Which is the most possible answer?
(A) coming from the Sun.
(B) attracting objects.
(C) moving negative charges.
(D) developing radiation.
Answer: (",34,"[32, 33, 35]","How is electrical energy most accurately defined?
(A) coming from the Sun.
(B) attracting objects.
(C) moving negative charges.
(D) developing radiation.
Answer: (","What is the best way to describe electrical energy?
(A) coming from the Sun.
(B) attracting objects.
(C) moving negative charges.
(D) developing radiation.
Answer: (","Electrical energy can be best characterized as what?
(A) coming from the Sun.
(B) attracting objects.
(C) moving negative charges.
(D) developing radiation.
Answer: (","How would you best describe electrical energy?
(A) coming from the Sun.
(B) attracting objects.
(C) moving negative charges.
(D) developing radiation.
Answer: (","What is the most precise description of electrical energy?
(A) coming from the Sun.
(B) attracting objects.
(C) moving negative charges.
(D) developing radiation.
Answer: (","How can electrical energy be most effectively described?
(A) coming from the Sun.
(B) attracting objects.
(C) moving negative charges.
(D) developing radiation.
Answer: (","What is the most accurate way to define electrical energy?
(A) coming from the Sun.
(B) attracting objects.
(C) moving negative charges.
(D) developing radiation.
Answer: (","How should electrical energy be best characterized?
(A) coming from the Sun.
(B) attracting objects.
(C) moving negative charges.
(D) developing radiation.
Answer: (","What is the clearest way to describe electrical energy?
(A) coming from the Sun.
(B) attracting objects.
(C) moving negative charges.
(D) developing radiation.
Answer: ("
MSA_2012_5_21,A car and a truck are traveling at the same rate of speed. The vehicles approach a stop sign. Which statement best explains why the car stops in a shorter distance than the truck?,"{'text': array(['The car has a larger mass requiring less force to stop.',
       'The car has a smaller mass requiring more force to stop.',
       'The truck has a smaller mass requiring less force to stop.',
       'The truck has a larger mass requiring more force to stop.'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,"A car and a truck are traveling at the same rate of speed. The vehicles approach a stop sign. Which statement best explains why the car stops in a shorter distance than the truck?
(A) The car has a larger mass requiring less force to stop.
(B) The car has a smaller mass requiring more force to stop.
(C) The truck has a smaller mass requiring less force to stop.
(D) The truck has a larger mass requiring more force to stop.
Answer: (","Which is the most possible answer?
(A) The car has a larger mass requiring less force to stop.
(B) The car has a smaller mass requiring more force to stop.
(C) The truck has a smaller mass requiring less force to stop.
(D) The truck has a larger mass requiring more force to stop.
Answer: (",35,"[32, 33, 34]","A car and a truck are moving at identical speeds. As they near a stop sign, which explanation best describes why the car halts in a shorter distance than the truck?
(A) The car has a larger mass requiring less force to stop.
(B) The car has a smaller mass requiring more force to stop.
(C) The truck has a smaller mass requiring less force to stop.
(D) The truck has a larger mass requiring more force to stop.
Answer: (","Both a car and a truck are traveling at the same speed. When they reach a stop sign, which statement best clarifies why the car comes to a stop more quickly than the truck?
(A) The car has a larger mass requiring less force to stop.
(B) The car has a smaller mass requiring more force to stop.
(C) The truck has a smaller mass requiring less force to stop.
(D) The truck has a larger mass requiring more force to stop.
Answer: (","When a car and a truck are traveling at the same speed and approach a stop sign, which statement best explains why the car stops in a shorter distance than the truck?
(A) The car has a larger mass requiring less force to stop.
(B) The car has a smaller mass requiring more force to stop.
(C) The truck has a smaller mass requiring less force to stop.
(D) The truck has a larger mass requiring more force to stop.
Answer: (","A car and a truck are driving at the same speed. As they approach a stop sign, which statement best explains why the car stops in a shorter distance than the truck?
(A) The car has a larger mass requiring less force to stop.
(B) The car has a smaller mass requiring more force to stop.
(C) The truck has a smaller mass requiring less force to stop.
(D) The truck has a larger mass requiring more force to stop.
Answer: (","As a car and a truck travel at the same speed towards a stop sign, which statement best explains why the car stops in a shorter distance than the truck?
(A) The car has a larger mass requiring less force to stop.
(B) The car has a smaller mass requiring more force to stop.
(C) The truck has a smaller mass requiring less force to stop.
(D) The truck has a larger mass requiring more force to stop.
Answer: (","When a car and a truck, both moving at the same speed, approach a stop sign, which statement best explains why the car stops in a shorter distance than the truck?
(A) The car has a larger mass requiring less force to stop.
(B) The car has a smaller mass requiring more force to stop.
(C) The truck has a smaller mass requiring less force to stop.
(D) The truck has a larger mass requiring more force to stop.
Answer: (","A car and a truck are moving at the same speed. As they near a stop sign, which statement best explains why the car stops in a shorter distance than the truck?
(A) The car has a larger mass requiring less force to stop.
(B) The car has a smaller mass requiring more force to stop.
(C) The truck has a smaller mass requiring less force to stop.
(D) The truck has a larger mass requiring more force to stop.
Answer: (","Both a car and a truck are traveling at the same rate of speed. As they approach a stop sign, which statement best explains why the car stops in a shorter distance than the truck?
(A) The car has a larger mass requiring less force to stop.
(B) The car has a smaller mass requiring more force to stop.
(C) The truck has a smaller mass requiring less force to stop.
(D) The truck has a larger mass requiring more force to stop.
Answer: (","A car and a truck are traveling at the same speed. As they approach a stop sign, which statement best explains why the car stops in a shorter distance than the truck?
(A) The car has a larger mass requiring less force to stop.
(B) The car has a smaller mass requiring more force to stop.
(C) The truck has a smaller mass requiring less force to stop.
(D) The truck has a larger mass requiring more force to stop.
Answer: ("
NCEOGA_2013_5_24,"After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle?","{'text': array(['precipitation', 'transpiration', 'evaporation', 'condensation'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,"After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle?
(A) precipitation
(B) transpiration
(C) evaporation
(D) condensation
Answer: (","Which is the most possible answer?
(A) precipitation
(B) transpiration
(C) evaporation
(D) condensation
Answer: (",34,"[32, 33, 35]","Following a rain shower, a puddle forms on the sidewalk. After a sunny day, the puddle vanishes. What process primarily causes the puddle to disappear?
(A) precipitation
(B) transpiration
(C) evaporation
(D) condensation
Answer: (","A puddle is left on the sidewalk after it rains. After a day of sunshine, the puddle is no longer there. Which process is mainly responsible for this?
(A) precipitation
(B) transpiration
(C) evaporation
(D) condensation
Answer: (","After rainfall, a puddle is present on the sidewalk. It disappears after a day of sun. Which process is chiefly responsible for the puddle's disappearance?
(A) precipitation
(B) transpiration
(C) evaporation
(D) condensation
Answer: (","Once it rains, a puddle forms on the sidewalk. After a sunny day, the puddle is gone. What process is most responsible for this disappearance?
(A) precipitation
(B) transpiration
(C) evaporation
(D) condensation
Answer: (","A puddle appears on the sidewalk after rain. After a day of sunshine, it disappears. Which process is most responsible for the puddle's disappearance?
(A) precipitation
(B) transpiration
(C) evaporation
(D) condensation
Answer: (","After it rains, a puddle is left on the sidewalk. Following a sunny day, the puddle is gone. Which process is primarily responsible for this?
(A) precipitation
(B) transpiration
(C) evaporation
(D) condensation
Answer: (","A puddle remains on the sidewalk after rain. It vanishes after a day of sunshine. What process is mainly responsible for this disappearance?
(A) precipitation
(B) transpiration
(C) evaporation
(D) condensation
Answer: (","After a rainstorm, a puddle is on the sidewalk. After a day of sun, the puddle disappears. Which process is chiefly responsible for this?
(A) precipitation
(B) transpiration
(C) evaporation
(D) condensation
Answer: (","A puddle forms on the sidewalk after rain. After a sunny day, it is gone. What process is primarily responsible for the disappearance of the puddle?
(A) precipitation
(B) transpiration
(C) evaporation
(D) condensation
Answer: ("
Mercury_7245245,After which event will primary succession most likely occur?,"{'text': array(['thunderstorm', 'crop harvest', 'volcanic eruption',
       'urban development'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,"After which event will primary succession most likely occur?
(A) thunderstorm
(B) crop harvest
(C) volcanic eruption
(D) urban development
Answer: (","Which is the most possible answer?
(A) thunderstorm
(B) crop harvest
(C) volcanic eruption
(D) urban development
Answer: (",34,"[32, 33, 35]","Following which event is primary succession most likely to take place?
(A) thunderstorm
(B) crop harvest
(C) volcanic eruption
(D) urban development
Answer: (","Primary succession is most likely to occur after which type of event?
(A) thunderstorm
(B) crop harvest
(C) volcanic eruption
(D) urban development
Answer: (","Which event is most likely to lead to primary succession?
(A) thunderstorm
(B) crop harvest
(C) volcanic eruption
(D) urban development
Answer: (","After what kind of event is primary succession expected to happen?
(A) thunderstorm
(B) crop harvest
(C) volcanic eruption
(D) urban development
Answer: (","Primary succession is expected to occur following which event?
(A) thunderstorm
(B) crop harvest
(C) volcanic eruption
(D) urban development
Answer: (","Which event is most likely to trigger primary succession?
(A) thunderstorm
(B) crop harvest
(C) volcanic eruption
(D) urban development
Answer: (","After which occurrence is primary succession most probable?
(A) thunderstorm
(B) crop harvest
(C) volcanic eruption
(D) urban development
Answer: (","Primary succession is most probable after which event?
(A) thunderstorm
(B) crop harvest
(C) volcanic eruption
(D) urban development
Answer: (","Which type of event will most likely result in primary succession?
(A) thunderstorm
(B) crop harvest
(C) volcanic eruption
(D) urban development
Answer: ("
